Time,Price($)
"Jul 1, 2021 23:12:00 UTC",33375.1917
"Jul 1, 2021 23:13:00 UTC",33394.2917
"Jul 1, 2021 23:14:00 UTC",33352.9267
"Jul 1, 2021 23:15:00 UTC",33351.2733
"Jul 1, 2021 23:16:00 UTC",33353.33
"Jul 1, 2021 23:17:00 UTC",33337.2817
"Jul 1, 2021 23:18:00 UTC",33306.5983
"Jul 1, 2021 23:19:00 UTC",33296.3767
"Jul 1, 2021 23:20:00 UTC",33344.1133
"Jul 1, 2021 23:21:00 UTC",33382.79
